example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный||КоАП РФ|12.27|||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный|40-ФЗ|ФЗ|11.1||25.04.2002|3|5|gpt;perplexity_claude_sonnet;qwen
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный|1090|ПДД РФ|2.5||23.10.1993|2|5|perplexity_grok;qwen
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный|1090|ПДД РФ|7.2||23.10.1993|2|5|perplexity_grok;qwen
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|общий||ГК РФ|1064|||2|5|perplexity_claude_sonnet;qwen
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный||ГК РФ|1079|||2|5|perplexity_claude_sonnet;qwen
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный|1090|ПП РФ||2.5|23.10.1993|2|5|gpt;perplexity_claude_sonnet
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный|1090|ПП РФ||2.6.1|23.10.1993|2|5|gpt;perplexity_claude_sonnet
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный|1090|ПП РФ||7.2|23.10.1993|2|5|gpt;perplexity_claude_sonnet
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный|1090|ПП РФ||8.3|23.10.1993|2|5|gpt;perplexity_claude_sonnet
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный|853|Административный регламент МВД России|109||23.08.2021|1|5|qwen
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный|1090|ПДД РФ|2.6.1||23.10.1993|1|5|perplexity_grok
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный|1090|ПДД РФ|13.9||23.10.1993|1|5|perplexity_grok
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|общий|1090|ПП РФ|2||23.10.1993|1|5|gemini
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|общий|1090|ПП РФ|7||23.10.1993|1|5|gemini
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный|1090|ПП РФ|8||23.10.1993|1|5|gemini
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный||КоАП РФ|12.14|||1|5|perplexity_claude_sonnet
267|aabf9d5f-4afe-49dc-98f0-30724bf5cf8e|специальный|40-ФЗ|ФЗ|11||25.04.2002|1|5|perplexity_claude_sonnet
