example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный||ГПК РФ|86|||4|5|gemini;perplexity_claude_sonnet;perplexity_grok;qwen
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный|73-ФЗ|ФЗ|25||31.05.2001|3|5|gemini;perplexity_claude_sonnet;qwen
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|общий||ГПК РФ|79|||3|5|gpt;perplexity_claude_sonnet;perplexity_grok
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный|73-ФЗ|ФЗ|8||31.05.2001|2|5|perplexity_claude_sonnet;qwen
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный||ГПК РФ|85|||2|5|gpt;qwen
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный||АПК РФ|82|||2|5|perplexity_claude_sonnet;qwen
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный||АПК РФ|86|||2|5|perplexity_claude_sonnet;qwen
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный|135-ФЗ|ФЗ|11||29.07.1998|2|5|gemini;perplexity_claude_sonnet
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|общий||УК РФ|307|||2|5|gemini;perplexity_claude_sonnet
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|общий|73-ФЗ|ФЗ|1||31.05.2001|1|5|qwen
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный||АПК РФ|83|||1|5|qwen
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный|73-ФЗ|ФЗ|9||31.05.2001|1|5|gpt
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный|73-ФЗ|ФЗ|41||31.05.2001|1|5|gpt
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|общий||ГПК РФ|84|||1|5|perplexity_grok
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|общий|73-ФЗ|ФЗ|2||31.05.2001|1|5|perplexity_grok
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|общий||ГПК РФ|80|||1|5|perplexity_claude_sonnet
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|общий||ГПК РФ|87|||1|5|perplexity_claude_sonnet
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|общий||АПК РФ|87|||1|5|perplexity_claude_sonnet
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|общий|73-ФЗ|ФЗ|7||31.05.2001|1|5|perplexity_claude_sonnet
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|общий|73-ФЗ|ФЗ|13||31.05.2001|1|5|perplexity_claude_sonnet
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|общий|73-ФЗ|ФЗ|16||31.05.2001|1|5|perplexity_claude_sonnet
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный|135-ФЗ|ФЗ|4||29.07.1998|1|5|perplexity_claude_sonnet
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный|135-ФЗ|ФЗ|17.1||29.07.1998|1|5|perplexity_claude_sonnet
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный|328|Приказ Минэкономразвития России||4|04.07.2011|1|5|perplexity_claude_sonnet
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|специальный|328|Приказ Минэкономразвития России||7|04.07.2011|1|5|perplexity_claude_sonnet
