example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
125|3bae7b03-16db-46f4-811c-8e29fc1f38b5|общий||КоАП РФ|20.1|||2|5|gpt;perplexity_grok
125|3bae7b03-16db-46f4-811c-8e29fc1f38b5|общий||ЖК РФ|17|||2|5|gpt;perplexity_grok
125|3bae7b03-16db-46f4-811c-8e29fc1f38b5|общий|52-ФЗ|ФЗ|23||30.03.1999|2|5|gemini;gpt
125|3bae7b03-16db-46f4-811c-8e29fc1f38b5|общий||ЖК РФ|30|||2|5|gemini;perplexity_grok
125|3bae7b03-16db-46f4-811c-8e29fc1f38b5|общий|string|string|||ДД.ММ.ГГГГ|1|5|qwen
125|3bae7b03-16db-46f4-811c-8e29fc1f38b5|общий||КоАП РФ|6.4|||1|5|gpt
125|3bae7b03-16db-46f4-811c-8e29fc1f38b5|специальный|25|Правила пользования жилыми помещениями||3|21.01.2006|1|5|perplexity_grok
125|3bae7b03-16db-46f4-811c-8e29fc1f38b5|общий||КоАП РФ|6.3|||1|5|perplexity_grok
125|3bae7b03-16db-46f4-811c-8e29fc1f38b5|общий||ГПК РФ|23|||1|5|perplexity_grok
125|3bae7b03-16db-46f4-811c-8e29fc1f38b5|специальный||ГК РФ|287.7|||1|5|gemini
