example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||СК РФ|17|||3|3|gemini;gpt;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||СК РФ|21|||3|3|gemini;gpt;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|общий||СК РФ|34|||3|3|gemini;gpt;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||СК РФ|24|||2|3|gpt;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||СК РФ|38|||2|3|gpt;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||ГПК РФ|23|||2|3|gemini;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|общий||ГПК РФ|132|||2|3|gemini;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|общий||ГПК РФ|28|||1|3|qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|общий||ГПК РФ|131|||1|3|qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||НК РФ|333.26|||1|3|qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||ГПК РФ|29|||1|3|gpt
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|общий||НК РФ|333.19|||1|3|gemini
