example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|специальный||НК РФ|217|||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||СК РФ|34|||4|5|gemini;gpt;perplexity_claude_sonnet;qwen
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||НК РФ|229|||3|5|gemini;perplexity_claude_sonnet;qwen
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||НК РФ|220|||3|5|gpt;perplexity_claude_sonnet;perplexity_grok
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||ГК РФ|1150|||2|5|perplexity_claude_sonnet;qwen
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||НК РФ|228|||2|5|perplexity_claude_sonnet;qwen
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||ГК РФ|256|||2|5|gemini;perplexity_grok
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||СК РФ|35|||1|5|qwen
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||НК РФ|85|||1|5|gpt
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||ГК РФ|1114|||1|5|gpt
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|общий||ГК РФ|1152|||1|5|gpt
117|7fa96d76-a1ed-4e23-88a7-adb796bb261c|специальный||ГК РФ|1175|||1|5|perplexity_grok
